scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
12,1,1000000,490574,25558,291,24.0,14.0,0.2632,0.0705,0.0379
12,1000001,2000000,1519285,26233,1921,177.0,68.0,0.4449,0.1211,0.0706
12,2000001,3000000,2491360,24416,3294,279.5,125.5,0.3802,0.0921,0.0549
12,3000001,4000000,3511300,19784,1700,145.0,57.0,0.4356,0.0937,0.0611
12,4000001,5000000,4465659,20542,3517,292.5,127.0,0.3945,0.0894,0.0555
12,5000001,6000000,5552975,20180,744,197.0,13.0,0.8762,0.374,0.2982
12,6000001,7000000,6488398,22051,2500,659.0,42.0,0.8802,0.3289,0.2624
12,7000001,8000000,7441099,22326,1724,314.0,38.0,0.7841,0.2798,0.2013
12,8000001,9000000,8496420,15498,2563,374.5,60.0,0.7238,0.2474,0.1729
12,9000001,10000000,9455451,14047,1506,211.5,23.5,0.8,0.2546,0.1591
12,10000001,11000000,10536201,10477,1780,262.0,38.0,0.7467,0.2924,0.1793
12,11000001,12000000,11534460,12060,403,63.5,16.5,0.5875,0.2338,0.1636
12,12000001,13000000,12501584,14401,2188,246.0,64.0,0.5871,0.163,0.1005
12,13000001,14000000,13501739,18243,2409,513.0,60.0,0.7906,0.2587,0.209
12,14000001,15000000,14478422,23788,2558,480.0,78.0,0.7204,0.2125,0.1643
12,15000001,16000000,15436424,19539,1329,186.0,64.0,0.488,0.1525,0.0993
12,16000001,17000000,16530560,18508,1499,351.0,40.0,0.7954,0.2816,0.2299
12,17000001,18000000,17498508,19775,1187,228.0,29.0,0.7743,0.2703,0.2094
12,18000001,19000000,18460931,17977,1990,398.5,56.0,0.7536,0.2616,0.2089
12,19000001,20000000,19512171,23717,1292,157.0,41.0,0.5859,0.1626,0.1076
12,20000001,21000000,20298121,14434,858,218.5,22.0,0.817,0.3164,0.2506
12,22000001,23000000,22607131,18124,1370,320.0,26.0,0.8497,0.2992,0.2247
12,23000001,24000000,23503168,24083,2915,472.5,72.5,0.7339,0.2255,0.1701
12,24000001,25000000,24516879,25583,1735,140.5,53.5,0.4485,0.1044,0.0706
12,25000001,26000000,25536915,29859,4401,865.5,140.5,0.7207,0.2768,0.2078
12,26000001,27000000,26503958,43233,5044,1208.0,103.0,0.8429,0.4194,0.3439
12,27000001,28000000,27507636,38988,908,221.0,18.0,0.8494,0.4499,0.3396
12,28000001,29000000,28482505,39530,635,102.5,23.5,0.627,0.3101,0.2095
12,29000001,30000000,29490614,39870,1050,310.0,12.0,0.9255,0.4755,0.4222
12,30000001,31000000,30073387,5711,460,95.0,10.5,0.8009,0.3854,0.277
