scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
21,1,1000000,676240,20496,1209,286.0,13.5,0.9098,0.4003,0.3411
21,1000001,2000000,1503664,33348,662,202.5,11.0,0.897,0.4679,0.4017
21,2000001,3000000,2506259,46128,429,103.5,4.0,0.9256,0.3929,0.3416
21,3000001,4000000,3497063,45061,3011,640.5,81.5,0.7742,0.3596,0.2912
21,4000001,5000000,4278235,14223,1343,446.0,16.5,0.9286,0.5212,0.4539
21,5000001,6000000,5534689,49224,6567,1360.5,45.5,0.9353,0.339,0.2853
21,6000001,7000000,6463966,48815,2658,243.0,72.5,0.5404,0.0758,0.0681
21,7000001,8000000,7493148,36894,6961,560.5,189.5,0.4947,0.067,0.0597
21,8000001,9000000,8504580,38388,10527,851.5,197.0,0.6242,0.0726,0.0669
21,9000001,10000000,9485568,39515,6255,449.0,179.0,0.4299,0.0534,0.0479
21,10000001,11000000,10498548,42115,1966,162.0,43.0,0.5805,0.0692,0.0637
21,11000001,12000000,11497273,41277,3503,217.0,63.5,0.5472,0.0529,0.0477
21,14000001,15000000,14481636,29704,850,57.0,21.0,0.4615,0.0463,0.043
21,15000001,16000000,15491572,43842,4589,274.0,69.0,0.5977,0.0513,0.0474
21,16000001,17000000,16484860,39538,4769,399.5,94.0,0.619,0.0726,0.067
21,17000001,18000000,17506502,39058,7757,435.0,108.0,0.6022,0.0503,0.0453
21,18000001,19000000,18513693,38398,3996,353.0,49.0,0.7562,0.0843,0.0786
21,19000001,20000000,19499889,37405,4275,279.0,117.5,0.4073,0.0441,0.0404
21,20000001,21000000,20514774,35873,7561,620.0,267.0,0.398,0.0538,0.0488
21,21000001,22000000,21506713,35674,2365,180.0,54.5,0.5352,0.06,0.0548
21,22000001,23000000,22514559,16913,1862,677.0,30.0,0.9151,0.4719,0.3817
21,23000001,24000000,23498078,19001,2553,1136.0,56.0,0.906,0.5974,0.4786
21,24000001,25000000,24581607,33171,1173,523.0,19.0,0.9299,0.5462,0.4589
21,25000001,26000000,25437253,22772,1893,389.5,42.0,0.8053,0.2569,0.212
21,26000001,27000000,26473172,23086,1847,294.5,53.5,0.6925,0.1915,0.1559
21,27000001,28000000,27500863,25531,3655,773.5,92.5,0.7864,0.2351,0.2056
21,28000001,29000000,28484132,21422,2339,613.5,39.0,0.8805,0.3019,0.2693
21,29000001,30000000,29494482,22669,1706,392.0,36.5,0.8296,0.2687,0.2318
21,30000001,31000000,30545604,15808,816,177.0,14.0,0.8534,0.2866,0.2456
