scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
15,1,1000000,745750,11936,255,91.5,4.0,0.9162,0.4762,0.368
15,1000001,2000000,1445544,31683,1529,489.5,45.0,0.8316,0.4217,0.3405
15,2000001,3000000,2491529,28014,1429,310.0,33.5,0.8049,0.2676,0.2077
15,3000001,4000000,3486614,28776,826,204.0,24.5,0.7856,0.3145,0.2572
15,4000001,5000000,4373433,7024,358,134.0,10.5,0.8547,0.4144,0.3684
15,5000001,6000000,5514554,41270,3968,1787.5,81.0,0.9133,0.664,0.4822
15,6000001,7000000,6494710,44794,4024,1851.5,68.0,0.9291,0.6864,0.5004
15,7000001,8000000,7509430,47207,2218,850.0,66.0,0.8559,0.4958,0.4267
15,8000001,9000000,8499934,40570,2491,1267.0,81.0,0.8798,0.7135,0.5528
15,9000001,10000000,9504673,42396,2242,1074.0,42.5,0.9239,0.6309,0.4856
15,11000001,12000000,11503772,38867,2881,1168.5,69.0,0.8885,0.5821,0.439
15,12000001,13000000,12497642,40028,5796,2542.5,109.0,0.9178,0.5926,0.4719
15,13000001,14000000,13518141,42581,5994,2398.0,143.5,0.8871,0.586,0.4383
15,14000001,15000000,14449897,37167,3715,1558.0,81.0,0.9012,0.5778,0.447
15,15000001,16000000,15507876,38055,3699,1849.5,71.0,0.9261,0.6936,0.5452
15,16000001,17000000,16512910,33755,2366,1125.5,20.0,0.9651,0.6977,0.4959
15,17000001,18000000,17905505,2633,309,119.0,6.0,0.904,0.5407,0.387
15,18000001,19000000,18516768,28298,6689,3279.0,84.5,0.9498,0.6161,0.4933
15,19000001,20000000,19519120,18845,2159,460.0,36.5,0.853,0.2924,0.2434
15,20000001,21000000,20492780,19958,2959,503.5,69.0,0.759,0.2201,0.1715
15,21000001,22000000,21466262,19885,3267,726.5,82.0,0.7972,0.2668,0.2066
15,22000001,23000000,22495311,19420,3501,567.5,121.5,0.6473,0.1724,0.1349
15,23000001,24000000,23524187,23272,5231,1040.5,226.0,0.6431,0.2126,0.1626
15,24000001,25000000,24486839,22564,1998,516.0,41.5,0.8511,0.2953,0.2532
15,25000001,26000000,25494772,23191,3837,1092.0,66.0,0.886,0.3103,0.2768
15,26000001,27000000,26513480,27431,6380,1979.5,194.5,0.8211,0.3671,0.3158
15,27000001,28000000,27494009,23978,3485,854.0,73.0,0.8425,0.2884,0.256
15,28000001,29000000,28514651,23002,4019,1019.5,87.0,0.8427,0.2926,0.2567
15,29000001,30000000,29506764,14362,1415,318.5,41.0,0.7719,0.2613,0.2126
