scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
7,1000001,2000000,1506953,25902,1120,282.0,24.0,0.8431,0.3038,0.2415
7,2000001,3000000,2489984,24425,4318,939.5,95.0,0.8163,0.2851,0.215
7,3000001,4000000,3530392,29188,2775,667.5,72.5,0.8041,0.3042,0.2579
7,4000001,5000000,4288505,20575,532,81.0,20.5,0.5961,0.2566,0.1613
7,5000001,6000000,5545148,29810,490,146.0,6.0,0.9211,0.3353,0.2872
7,6000001,7000000,6517397,21969,2476,599.0,74.5,0.7788,0.2891,0.2312
7,7000001,8000000,7331739,12902,759,146.0,17.0,0.7914,0.2452,0.1911
7,8000001,9000000,8399009,23280,3035,725.5,49.5,0.8723,0.2998,0.2424
7,9000001,10000000,9481544,18690,2523,587.5,65.5,0.7994,0.2755,0.2249
7,10000001,11000000,10501549,17129,2537,670.5,56.0,0.8458,0.3097,0.25
7,11000001,12000000,11528767,16918,2486,553.0,71.5,0.771,0.2612,0.2085
7,12000001,13000000,12499868,16586,2302,432.0,50.0,0.7925,0.2489,0.1864
7,13000001,14000000,13489158,18276,2485,462.0,62.0,0.7634,0.234,0.1822
7,14000001,15000000,14535634,23372,1437,305.5,34.0,0.7997,0.2639,0.2078
7,15000001,16000000,15529040,18182,2818,582.5,72.0,0.78,0.269,0.2086
7,16000001,17000000,16519171,19920,1214,211.0,35.5,0.712,0.2111,0.1583
7,17000001,18000000,17518155,18572,1335,294.5,34.5,0.7903,0.273,0.2034
7,18000001,19000000,18411762,27547,788,166.0,27.0,0.7202,0.2643,0.2072
7,19000001,20000000,19497003,19145,2155,370.0,44.0,0.7874,0.2279,0.1735
7,20000001,21000000,20477109,19701,2767,466.0,76.0,0.7196,0.2218,0.1681
7,21000001,22000000,21504548,16699,1383,265.0,44.0,0.7152,0.2434,0.1897
7,22000001,23000000,22536576,19609,859,167.0,23.0,0.7579,0.2375,0.1969
7,23000001,24000000,23470900,25239,1201,153.0,52.0,0.4927,0.1504,0.1044
7,24000001,25000000,24470632,26109,289,72.5,10.0,0.7576,0.3005,0.2358
7,25000001,26000000,25509939,31441,481,43.0,13.0,0.5357,0.1277,0.086
7,29000001,30000000,29521018,28180,279,59.0,4.0,0.873,0.2546,0.214
