scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
24,1,1000000,587177,18718,275,80.0,9.5,0.7877,0.3253,0.2601
24,1000001,2000000,1488628,23093,1200,274.0,30.0,0.8026,0.2983,0.2387
24,2000001,3000000,2539758,35458,3605,744.0,75.0,0.8168,0.2447,0.1933
24,3000001,4000000,3493060,36900,3266,679.0,95.0,0.7545,0.2258,0.1841
24,4000001,5000000,4501556,38213,6011,1124.0,159.0,0.7521,0.227,0.1796
24,5000001,6000000,5443604,34762,1778,341.0,61.0,0.6965,0.2204,0.1781
24,6000001,7000000,6491262,27249,3224,740.0,106.0,0.7494,0.243,0.2044
24,7000001,8000000,7511440,34106,1314,274.5,44.0,0.7237,0.2277,0.1854
24,8000001,9000000,8435731,31045,2777,617.0,86.0,0.7553,0.2299,0.195
24,9000001,10000000,9545304,32225,1082,270.0,34.0,0.7763,0.2832,0.2348
24,10000001,11000000,10453661,17398,262,73.0,4.0,0.8961,0.3575,0.2911
24,11000001,12000000,11438007,20018,1586,384.0,49.0,0.7737,0.2994,0.2429
24,12000001,13000000,12480275,23256,3520,708.0,128.5,0.6928,0.2537,0.2004
24,13000001,14000000,13468790,17483,757,140.0,21.0,0.7391,0.2384,0.1876
24,14000001,15000000,14521885,17838,3077,599.0,81.0,0.7618,0.2277,0.1799
24,15000001,16000000,15493619,43391,1697,410.5,66.0,0.723,0.2725,0.2135
24,16000001,17000000,16529577,20272,853,253.0,19.0,0.8603,0.3262,0.2815
24,17000001,18000000,17449281,17622,715,219.0,15.0,0.8718,0.3543,0.2962
24,18000001,19000000,18502640,31793,813,194.0,18.0,0.8302,0.2779,0.2285
24,19000001,20000000,19492407,28075,270,21.0,7.0,0.5,0.0859,0.0565
24,20000001,21000000,20504625,25413,1346,213.0,51.0,0.6136,0.1762,0.1287
24,21000001,22000000,21497636,27699,1070,249.0,37.5,0.7382,0.2694,0.2196
24,22000001,23000000,22453984,31716,1467,185.0,32.0,0.7051,0.1596,0.1156
