scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
1,1,1000000,770583,12213,438,42.0,14.5,0.4867,0.135,0.075
1,1000001,2000000,1494211,31090,2224,221.5,96.5,0.3931,0.1167,0.0661
1,2000001,3000000,2458468,25822,1828,114.5,86.0,0.1421,0.0349,0.0201
1,3000001,4000000,3449700,34657,2682,439.5,103.5,0.6188,0.2146,0.154
1,4000001,5000000,4407964,26055,1617,320.0,82.0,0.592,0.2171,0.1617
1,5000001,6000000,5516999,21303,1736,343.0,51.0,0.7411,0.2489,0.1948
1,6000001,7000000,6501181,19462,2167,471.5,45.0,0.8258,0.2915,0.2388
1,7000001,8000000,7447139,23407,3993,587.5,149.0,0.5954,0.1781,0.1352
1,8000001,9000000,8515331,38764,6028,1158.0,215.5,0.6862,0.2173,0.1757
1,9000001,10000000,9500004,36413,2561,457.5,83.5,0.6913,0.2021,0.1689
1,10000001,11000000,10520800,37013,6904,1403.5,238.0,0.71,0.2241,0.1886
1,11000001,12000000,11505786,40011,6403,1130.0,238.0,0.652,0.2063,0.1629
1,12000001,13000000,12458349,37448,4595,813.5,154.0,0.6817,0.2125,0.1741
1,13000001,14000000,13521339,34287,1971,424.5,45.0,0.8083,0.2647,0.2263
1,14000001,15000000,14491586,40681,7032,1275.0,184.5,0.7472,0.2207,0.1839
1,15000001,16000000,15588592,34189,5293,1142.0,138.5,0.7837,0.274,0.227
1,16000001,17000000,16472345,27448,2633,300.5,97.0,0.5119,0.1481,0.0975
1,17000001,18000000,17450546,32322,2945,468.5,85.0,0.6929,0.1971,0.1632
1,18000001,19000000,18487500,39947,7481,1395.0,178.5,0.7731,0.2352,0.1946
1,19000001,20000000,19496709,37231,1572,361.5,29.5,0.8491,0.2587,0.2273
1,20000001,21000000,20499148,41686,8274,1601.0,281.5,0.7009,0.2254,0.1837
1,21000001,22000000,21507969,39604,8048,1619.0,203.5,0.7767,0.2392,0.1976
1,22000001,23000000,22499529,42205,5728,629.0,292.0,0.3659,0.0917,0.0642
1,23000001,24000000,23490962,42437,3999,416.0,222.0,0.3041,0.08,0.0538
1,24000001,25000000,24479896,43243,5563,662.0,270.5,0.4198,0.1127,0.0814
1,25000001,26000000,25306474,17871,291,33.0,12.0,0.4667,0.1366,0.1013
1,26000001,27000000,26488661,42926,664,177.5,21.5,0.7839,0.2868,0.255
1,27000001,28000000,27526245,23244,1000,280.0,14.0,0.9048,0.3319,0.2977
1,28000001,29000000,28480338,42788,268,42.0,10.0,0.6154,0.1882,0.1495
1,29000001,30000000,29493602,40136,911,208.5,19.0,0.833,0.2637,0.2251
1,30000001,31000000,30430406,37159,4856,1228.5,89.5,0.8642,0.2968,0.2571
1,31000001,32000000,31467986,21187,2006,420.0,60.5,0.7482,0.2947,0.23
1,32000001,33000000,32504593,40089,417,46.0,19.5,0.4046,0.1113,0.0719
1,33000001,34000000,33498284,25223,1424,272.0,37.0,0.7605,0.232,0.1925
1,34000001,35000000,34516612,28338,758,122.0,28.0,0.6267,0.1776,0.1413
1,35000001,36000000,35503506,25531,1139,293.0,29.0,0.8199,0.3196,0.2531
1,36000001,37000000,36474442,26530,321,59.0,9.0,0.7353,0.3021,0.2045
