scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
6,12100001,12125000,12112701,527,258,3.0714,1.7731,0.268,0.0336,0.0206
6,12200001,12225000,12212418,667,358,9.8812,5.159,0.314,0.058,0.0368
6,15850001,15875000,15861624,588,271,23.3125,3.9832,0.7081,0.1848,0.1583
6,16950001,16975000,16961020,809,347,25.8299,11.7132,0.376,0.1189,0.0883
6,17025001,17050000,17038296,456,252,19.2768,3.7136,0.6769,0.2243,0.1722
6,22350001,22375000,22362109,585,280,17.0497,0.9802,0.8913,0.2634,0.2102
6,24000001,24025000,24013822,900,310,39.0397,10.264,0.5836,0.1702,0.1402
6,24025001,24050000,24037812,1059,329,43.3413,9.2698,0.6476,0.1751,0.1375
6,24050001,24075000,24062344,1161,277,58.3724,5.0959,0.8394,0.2807,0.2348
6,24075001,24100000,24086938,1003,315,72.3333,5.8281,0.8509,0.3386,0.2865
6,24100001,24125000,24111949,930,259,37.9762,1.0,0.9487,0.2073,0.1864
6,24125001,24150000,24137639,1051,293,55.7778,5.1416,0.8312,0.2704,0.234
6,24150001,24175000,24163021,1027,297,51.8131,3.381,0.8775,0.2806,0.2362
6,26250001,26275000,26261280,764,312,25.1174,2.6159,0.8114,0.2111,0.1794
