scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
10,1725001,1750000,1737650,986,259,38.2698,2.5794,0.8737,0.219,0.1957
10,1775001,1800000,1787119,1091,292,33.8968,6.3254,0.6855,0.1781,0.1464
10,2575001,2600000,2587633,1164,340,61.7451,3.7698,0.8849,0.3028,0.2787
10,2650001,2675000,2662592,958,272,45.4912,3.8492,0.844,0.2797,0.2536
10,2675001,2700000,2687738,1051,363,55.5902,9.2239,0.7154,0.2372,0.2063
10,2775001,2800000,2787554,1064,275,37.7775,0.5159,0.9731,0.2353,0.2074
10,2900001,2925000,2912774,1044,319,53.5931,2.2302,0.9201,0.2992,0.2636
10,2950001,2975000,2962991,1117,347,56.0088,7.5969,0.7611,0.2546,0.2277
10,2975001,3000000,2987207,1055,309,58.5556,3.0476,0.9011,0.2787,0.246
10,3000001,3025000,3013070,1116,278,43.0273,4.381,0.8152,0.2221,0.2075
10,3125001,3150000,3137476,1010,270,44.804,6.5238,0.7458,0.2484,0.211
10,3175001,3200000,3188026,1067,279,68.119,11.2222,0.7171,0.3896,0.3221
10,4525001,4550000,4537492,1144,306,49.6284,5.1261,0.8128,0.2601,0.2333
10,4800001,4825000,4812019,1056,341,37.7102,4.1746,0.8007,0.1756,0.153
10,4825001,4850000,4837234,1203,286,36.3889,6.4444,0.6991,0.2204,0.1856
10,4875001,4900000,4887769,1223,388,74.3243,8.3468,0.7981,0.3121,0.2725
10,4900001,4925000,4912879,1146,316,57.414,5.4206,0.8275,0.3046,0.2647
10,4925001,4950000,4937954,1068,317,54.8768,9.6528,0.7008,0.2922,0.2411
10,4950001,4975000,4961864,1175,269,43.7253,2.4365,0.8944,0.3078,0.2602
10,4975001,5000000,4987301,1174,375,70.3146,6.5556,0.8294,0.3061,0.2703
10,5000001,5025000,5011950,1109,298,45.0397,3.5745,0.8529,0.2747,0.2435
10,5025001,5050000,5037444,1369,330,54.8398,7.4135,0.7618,0.2491,0.2155
10,5075001,5100000,5086602,979,283,53.7774,4.5476,0.8441,0.301,0.2677
10,5350001,5375000,5362342,1015,280,26.4133,8.1519,0.5283,0.1448,0.1142
10,5475001,5500000,5488146,892,271,32.5397,11.4524,0.4793,0.152,0.1081
10,5725001,5750000,5737207,1091,262,16.5061,14.1292,0.0776,0.0197,0.0143
10,5750001,5775000,5762493,1013,324,21.3651,12.4286,0.2644,0.0535,0.0361
10,5775001,5800000,5787862,972,362,28.6819,14.4066,0.3313,0.0716,0.0514
10,5800001,5825000,5811980,891,293,17.0,16.3904,0.0183,0.0039,0.0027
10,5825001,5850000,5838784,1004,285,21.9944,12.378,0.2798,0.0705,0.0455
10,5900001,5925000,5911601,1178,279,33.4448,5.3492,0.7242,0.216,0.178
10,5950001,5975000,5962126,1020,367,66.0556,4.873,0.8626,0.2887,0.2587
10,5975001,6000000,5987906,1040,251,45.3093,1.3975,0.9402,0.2901,0.2634
10,6000001,6025000,6012636,986,319,45.2957,7.7111,0.7091,0.2302,0.2019
10,6575001,6600000,6587850,1064,313,51.9583,3.707,0.8668,0.2691,0.231
10,6625001,6650000,6637360,921,364,58.3614,3.4252,0.8891,0.2713,0.2299
10,6650001,6675000,6662367,1028,369,49.1487,4.2381,0.8412,0.2358,0.1909
10,6675001,6700000,6686805,1058,428,73.6349,6.9762,0.8269,0.2536,0.2182
10,6700001,6725000,6712278,1003,379,72.2096,3.0476,0.919,0.2819,0.2634
10,7050001,7075000,7063280,902,348,75.8457,3.0079,0.9237,0.305,0.2804
10,7125001,7150000,7137573,890,273,56.8208,3.1905,0.8937,0.2746,0.2548
10,7150001,7175000,7162696,1067,255,55.8571,6.0159,0.8055,0.2625,0.2433
10,7175001,7200000,7186465,803,262,49.4567,7.0725,0.7498,0.2867,0.2438
10,7200001,7225000,7212591,1037,363,36.3094,11.8463,0.508,0.1368,0.1094
10,7225001,7250000,7237353,905,301,43.9921,8.0476,0.6907,0.224,0.1875
10,7250001,7275000,7262733,998,279,28.3968,7.8571,0.5665,0.1187,0.098
10,7275001,7300000,7287264,1011,363,39.2148,8.2701,0.6517,0.1887,0.1461
10,7300001,7325000,7312077,1036,347,41.4406,12.7905,0.5283,0.1932,0.1547
10,7325001,7350000,7337244,880,252,35.7401,9.4206,0.5828,0.1971,0.1622
10,7350001,7375000,7362366,1144,348,65.8783,9.5104,0.7477,0.2516,0.2172
10,8050001,8075000,8062623,1048,315,14.1587,11.8824,0.0874,0.0213,0.0136
10,8075001,8100000,8087716,1059,388,14.6349,12.5871,0.0752,0.0116,0.0081
10,8100001,8125000,8112762,1021,332,9.4143,11.5783,-0.1031,-0.0136,-0.0092
10,8125001,8150000,8136699,928,376,13.2143,10.8603,0.0978,0.0144,0.0098
10,8150001,8175000,8162918,953,287,10.9428,10.4707,0.022,0.0041,0.0027
10,8200001,8225000,8212106,851,279,48.2138,4.254,0.8378,0.2866,0.2503
10,8225001,8250000,8238425,757,256,35.9699,8.9462,0.6016,0.1662,0.1407
10,8525001,8550000,8538066,1035,363,21.8254,16.6067,0.1358,0.0287,0.0202
10,8575001,8600000,8586733,918,351,39.3975,6.5873,0.7135,0.17,0.1474
10,8600001,8625000,8612992,943,254,41.5556,4.0,0.8244,0.226,0.205
10,8800001,8825000,8812230,978,363,35.2222,5.6508,0.7235,0.1771,0.1385
10,8825001,8850000,8837697,992,290,13.6349,2.1508,0.7275,0.1112,0.0702
10,8850001,8875000,8862164,890,394,17.2008,1.6152,0.8283,0.0842,0.068
10,9075001,9100000,9087161,951,316,59.1688,1.4762,0.9513,0.3025,0.2787
10,9150001,9175000,9161948,1036,358,49.9683,10.0591,0.6648,0.1964,0.1639
10,9175001,9200000,9188126,1065,351,13.4641,21.6045,-0.2321,-0.0579,-0.0355
10,9200001,9225000,9211748,1020,398,10.8071,28.3263,-0.4477,-0.1092,-0.0687
10,9225001,9250000,9238089,684,343,13.2857,5.5316,0.4121,0.0616,0.0424
10,9250001,9275000,9261837,788,411,15.4524,13.9951,0.0495,0.0106,0.0065
10,9275001,9300000,9286586,630,328,15.0794,10.3479,0.1861,0.031,0.0231
10,9300001,9325000,9312671,814,372,7.4444,20.7778,-0.4724,-0.0908,-0.0597
10,9350001,9375000,9362061,1052,332,12.2619,15.3644,-0.1123,-0.0209,-0.0142
10,9375001,9400000,9387282,829,330,9.0,15.9841,-0.2795,-0.0459,-0.0312
10,9475001,9500000,9487386,1039,265,11.1094,10.1842,0.0435,0.0069,0.0051
10,9525001,9550000,9538115,806,295,11.254,13.0489,-0.0739,-0.0119,-0.008
10,9550001,9575000,9561989,764,273,15.9762,11.3726,0.1683,0.0402,0.0245
10,9575001,9600000,9587887,1070,263,13.6667,13.9622,-0.0107,-0.0028,-0.0016
10,9625001,9650000,9638092,828,269,31.5038,7.1193,0.6313,0.1681,0.133
10,9650001,9675000,9662580,812,361,53.5173,6.0317,0.7974,0.2296,0.2121
10,9675001,9700000,9687582,896,371,75.0127,8.544,0.7955,0.2971,0.255
10,9700001,9725000,9713148,846,319,39.6654,7.746,0.6732,0.1615,0.1406
10,9725001,9750000,9737466,1201,317,35.9593,10.1973,0.5581,0.1857,0.1471
10,9750001,9775000,9762499,952,292,62.8527,5.1759,0.8478,0.2861,0.2552
10,9775001,9800000,9788792,764,295,54.5144,6.9177,0.7748,0.2844,0.2442
10,9800001,9825000,9813031,878,254,61.3487,4.0794,0.8753,0.3281,0.2958
10,9850001,9875000,9862435,876,308,57.7296,4.6234,0.8517,0.2796,0.2532
10,9875001,9900000,9888334,901,282,51.8842,7.0116,0.7619,0.2551,0.2203
10,9900001,9925000,9911838,802,297,46.8474,4.9543,0.8087,0.2191,0.1926
10,9925001,9950000,9938647,857,384,55.2619,3.9921,0.8653,0.1992,0.1841
10,9950001,9975000,9962581,950,297,48.1728,1.2857,0.948,0.2728,0.2561
10,10025001,10050000,10037307,812,291,50.6349,3.1984,0.8812,0.2518,0.2112
10,10050001,10075000,10062069,874,321,61.8651,13.3742,0.6445,0.2171,0.1852
10,10750001,10775000,10762586,1051,368,40.8738,7.6146,0.6859,0.1804,0.1522
10,10825001,10850000,10837484,625,283,25.9763,7.1429,0.5687,0.1548,0.1357
10,10850001,10875000,10863812,720,292,34.4465,4.3254,0.7769,0.194,0.1705
10,10875001,10900000,10888935,516,250,28.8038,2.0397,0.8677,0.1925,0.1726
10,10900001,10925000,10912122,712,313,33.254,3.0,0.8345,0.1816,0.1666
10,10925001,10950000,10936617,938,297,32.0159,5.127,0.7239,0.1702,0.1445
10,10950001,10975000,10963159,747,362,17.81,5.8333,0.5066,0.0772,0.0635
10,11175001,11200000,11188639,875,319,39.6281,11.5714,0.548,0.1601,0.1377
10,11200001,11225000,11212007,922,346,44.2551,6.8175,0.733,0.1664,0.1472
10,11225001,11250000,11237158,825,298,43.6167,7.0636,0.7212,0.1826,0.1622
10,11250001,11275000,11263036,901,299,35.7937,9.6343,0.5758,0.1431,0.1185
10,11300001,11325000,11312534,858,334,51.5321,12.9921,0.5973,0.182,0.1553
10,11325001,11350000,11337593,740,339,44.8651,2.0,0.9146,0.1899,0.1709
10,11400001,11425000,11412297,831,341,47.9206,9.9762,0.6554,0.1997,0.17
10,11425001,11450000,11437385,833,286,29.9365,6.0556,0.6635,0.1421,0.1181
10,11450001,11475000,11462444,752,273,31.754,6.1508,0.6755,0.1534,0.134
10,11775001,11800000,11787557,932,321,23.4603,13.5402,0.2681,0.062,0.0439
10,11800001,11825000,11812416,827,375,55.523,6.7302,0.7838,0.2214,0.1937
10,11825001,11850000,11838437,1051,336,57.3532,11.3456,0.6697,0.2559,0.2003
10,11850001,11875000,11861645,829,308,35.595,8.5814,0.6115,0.1642,0.135
10,11900001,11925000,11912289,907,332,81.1834,4.1746,0.9022,0.3658,0.3296
10,11925001,11950000,11937630,813,275,52.2115,6.5635,0.7767,0.2514,0.2267
10,11975001,12000000,11986888,839,318,57.4127,14.0238,0.6074,0.2079,0.1724
10,12025001,12050000,12036786,908,378,44.6239,13.9608,0.5234,0.1606,0.1203
10,12050001,12075000,12061620,1066,299,46.7653,0.7381,0.9689,0.3221,0.2966
10,12075001,12100000,12088349,726,313,45.0334,11.2462,0.6003,0.1779,0.1514
10,12100001,12125000,12113238,859,304,34.3254,10.5635,0.5293,0.1471,0.1205
10,12125001,12150000,12136948,893,292,35.9424,5.2143,0.7466,0.2042,0.1745
10,12400001,12425000,12411654,1031,301,58.7137,3.0344,0.9017,0.296,0.2735
10,12525001,12550000,12537415,1000,279,48.7532,10.1825,0.6545,0.2338,0.1917
10,12575001,12600000,12589479,886,260,26.1131,2.4127,0.8308,0.1627,0.14
10,12650001,12675000,12662840,944,255,38.1508,14.9679,0.4364,0.1718,0.1295
10,12750001,12775000,12761865,1162,327,31.907,7.8956,0.6033,0.1598,0.136
10,12775001,12800000,12786955,1265,361,43.2536,11.5873,0.5774,0.1675,0.1403
10,12900001,12925000,12910082,1829,269,12.3184,9.3134,0.1389,0.027,0.0186
10,12925001,12950000,12937226,1080,316,19.483,9.1939,0.3588,0.0963,0.066
10,12950001,12975000,12961884,1018,393,17.3279,16.6984,0.0185,0.0043,0.0031
10,12975001,13000000,12987242,1094,267,14.3968,9.6954,0.1951,0.0511,0.0307
10,13125001,13150000,13137331,990,302,38.7698,5.4603,0.7531,0.2255,0.183
10,13150001,13175000,13162225,1032,295,29.9702,4.7665,0.7256,0.1895,0.157
10,13175001,13200000,13188351,944,311,39.1527,6.2871,0.7233,0.2822,0.2332
10,13225001,13250000,13236548,987,330,36.9101,10.1893,0.5673,0.1717,0.1477
10,13275001,13300000,13287699,1053,268,35.9077,6.4392,0.6959,0.2514,0.2054
10,13300001,13325000,13310347,769,270,31.4537,4.0,0.7744,0.2543,0.2197
10,13325001,13350000,13337827,1079,287,34.3473,9.0238,0.5839,0.1911,0.1516
10,13375001,13400000,13386622,828,321,28.5742,9.9762,0.4824,0.1336,0.1096
10,13400001,13425000,13412490,813,367,36.1614,4.8413,0.7639,0.2258,0.1737
10,13425001,13450000,13437429,823,322,49.5014,1.7698,0.931,0.289,0.2571
10,13475001,13500000,13487549,1032,379,47.2171,8.4253,0.6972,0.1929,0.1648
10,13500001,13525000,13513180,737,356,35.6508,8.4603,0.6164,0.1746,0.1431
