scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
14,2150001,2200000,2174125,772,187,8.9683,3.3122,0.4606,0.1244,0.0778
14,2500001,2550000,2527977,1387,157,17.4195,0.6429,0.9288,0.4419,0.3609
14,2550001,2600000,2575041,1142,161,22.4135,2.0079,0.8356,0.3652,0.3293
14,3200001,3250000,3223592,3317,148,25.197,3.8435,0.7353,0.3446,0.2632
14,3250001,3300000,3272829,1793,147,32.3527,2.0,0.8836,0.4752,0.3753
14,3550001,3600000,3577232,1239,162,16.2955,2.1984,0.7623,0.3233,0.2338
14,4050001,4100000,4074716,875,108,6.3361,1.0,0.7274,0.1594,0.1387
14,4100001,4150000,4122984,1343,297,32.7673,8.7703,0.5777,0.2911,0.2116
14,4200001,4250000,4225685,1332,143,10.756,4.8969,0.3743,0.1725,0.1213
14,4600001,4650000,4623950,826,173,11.3095,3.7961,0.4974,0.2068,0.1534
14,4800001,4850000,4825752,871,402,30.2144,4.6905,0.7312,0.2725,0.2283
14,4850001,4900000,4870290,1124,369,32.3733,1.6321,0.904,0.1386,0.1258
14,5650001,5700000,5672755,1151,151,23.627,0.9048,0.9262,0.4703,0.4149
14,5700001,5750000,5726662,1098,335,40.3701,3.3889,0.8451,0.2736,0.2349
14,5750001,5800000,5775844,1063,325,55.3825,3.2619,0.8888,0.3468,0.3084
14,5800001,5850000,5826582,1230,303,28.482,3.8333,0.7628,0.2432,0.2093
14,5850001,5900000,5872800,1198,285,2.406,1.1178,0.3656,0.0153,0.0103
14,5900001,5950000,5921535,1376,162,2.1133,0.5084,0.6121,0.0409,0.0237
14,6150001,6200000,6174314,1131,203,17.3968,0.881,0.9036,0.2555,0.2112
14,6550001,6600000,6575815,945,396,36.3411,9.0282,0.602,0.2385,0.1799
14,6600001,6650000,6621821,805,363,20.115,5.1598,0.5917,0.1341,0.1077
14,6650001,6700000,6676890,1067,366,40.5383,8.0526,0.6686,0.2728,0.1949
14,6700001,6750000,6721405,1017,346,31.0281,3.9365,0.7748,0.2687,0.2196
14,6750001,6800000,6775797,736,335,39.206,2.5218,0.8791,0.2926,0.25
14,6800001,6850000,6820070,1382,302,9.119,5.6836,0.2321,0.0501,0.027
14,6850001,6900000,6874111,995,129,3.0,3.319,-0.0505,-0.0083,-0.0049
14,6950001,7000000,6977284,1130,202,27.4444,1.1789,0.9176,0.3248,0.2764
14,7150001,7200000,7174419,1169,119,6.987,1.8666,0.5783,0.2246,0.1404
14,7400001,7450000,7426637,1751,127,21.3433,1.1859,0.8947,0.5973,0.4586
14,7450001,7500000,7467882,1480,256,33.0474,3.1854,0.8242,0.3951,0.3222
14,7500001,7550000,7524384,1041,184,17.9094,1.5476,0.8409,0.3461,0.3033
14,8100001,8150000,8122275,920,156,13.3016,2.7381,0.6586,0.1943,0.166
14,8750001,8800000,8774193,1713,474,52.8467,14.7872,0.5627,0.2303,0.1753
14,8800001,8850000,8823342,1773,531,43.4704,16.5346,0.4489,0.1336,0.1062
14,8850001,8900000,8874034,1202,493,36.4489,1.7512,0.9083,0.2061,0.1886
14,9150001,9200000,9171307,1077,162,13.3718,1.619,0.784,0.2528,0.1896
14,9300001,9350000,9325216,768,302,29.0307,1.2937,0.9147,0.2771,0.2462
14,9350001,9400000,9376755,1172,198,16.7821,6.3807,0.4491,0.1807,0.1297
14,9400001,9450000,9423933,823,314,21.7796,2.3973,0.8017,0.2417,0.1969
14,9450001,9500000,9479282,1020,257,22.9659,2.9645,0.7713,0.2414,0.1952
14,9600001,9650000,9624477,838,249,27.6059,2.9777,0.8053,0.2795,0.2362
14,9700001,9750000,9727359,1104,102,7.2038,2.6138,0.4675,0.1377,0.1076
14,9750001,9800000,9776775,884,226,22.5394,3.1508,0.7547,0.261,0.2155
14,9800001,9850000,9823684,860,243,26.5324,6.9947,0.5827,0.2378,0.1876
14,10200001,10250000,10210132,369,123,11.9921,3.0956,0.5896,0.2066,0.1612
14,10650001,10700000,10675892,962,368,23.6315,5.3571,0.6304,0.1477,0.1248
14,10700001,10750000,10729264,1626,433,42.0859,5.0403,0.7861,0.2788,0.2331
14,10850001,10900000,10866949,2551,382,37.6381,5.5242,0.744,0.2613,0.2192
14,10900001,10950000,10923171,1203,548,50.7746,8.7526,0.7059,0.2373,0.2024
14,10950001,11000000,10973619,1092,418,43.9156,6.4916,0.7424,0.2636,0.2116
14,11000001,11050000,11028723,855,166,11.4867,4.1667,0.4676,0.1481,0.1074
14,11100001,11150000,11124013,1082,368,36.9738,3.7375,0.8164,0.2784,0.2427
14,11150001,11200000,11177346,839,381,36.5481,4.9677,0.7607,0.2242,0.2011
14,11200001,11250000,11226988,842,108,5.841,1.0,0.7076,0.1406,0.1198
14,11250001,11300000,11275325,1003,213,28.4345,2.3653,0.8464,0.4162,0.33
14,11500001,11550000,11524707,1411,314,44.7619,6.119,0.7595,0.3315,0.2836
14,11550001,11600000,11574812,1205,411,41.3864,3.5786,0.8408,0.2563,0.2276
14,11600001,11650000,11622647,1072,269,29.8646,2.2619,0.8592,0.3212,0.2546
14,11650001,11700000,11679181,1174,299,6.2465,7.111,-0.0647,-0.0163,-0.0089
14,11700001,11750000,11723230,1306,309,22.3744,4.2005,0.6839,0.2133,0.1576
14,11750001,11800000,11775868,1197,310,39.1633,2.5794,0.8764,0.3595,0.3103
14,11800001,11850000,11825425,1340,217,18.8733,2.0084,0.8076,0.2819,0.2468
14,11900001,11950000,11928418,1375,266,19.0417,1.8874,0.8196,0.2657,0.2085
14,11950001,12000000,11967438,1221,177,16.2299,3.1746,0.6728,0.2943,0.2466
14,12000001,12050000,12023645,1370,347,23.8524,4.1231,0.7052,0.248,0.1862
14,12050001,12100000,12074610,1542,380,39.2513,7.2825,0.687,0.29,0.2273
14,12200001,12250000,12229098,954,270,24.4356,4.1075,0.7122,0.2369,0.1833
14,12250001,12300000,12273002,1633,267,39.1738,6.1756,0.7276,0.3145,0.2571
14,12300001,12350000,12322701,1410,346,51.9483,2.6522,0.9029,0.3254,0.2933
14,12350001,12400000,12373477,1327,323,38.0965,2.4765,0.8779,0.3062,0.2442
14,12400001,12450000,12427862,1047,370,19.127,5.855,0.5313,0.147,0.0894
14,12600001,12650000,12626773,1398,581,34.1073,10.721,0.5217,0.1115,0.079
14,12650001,12700000,12673852,1019,310,31.2578,6.5293,0.6544,0.2306,0.1777
14,12700001,12750000,12723796,859,266,22.3425,1.1302,0.9037,0.2302,0.2072
14,12750001,12800000,12777578,931,307,43.7402,3.4078,0.8554,0.3264,0.2774
14,12800001,12850000,12823688,961,334,41.158,8.5751,0.6552,0.3148,0.2405
14,12850001,12900000,12871840,937,191,22.1419,1.8175,0.8483,0.2647,0.2199
14,13250001,13300000,13271956,1542,114,9.5444,3.3424,0.4813,0.1193,0.095
14,13300001,13350000,13324979,1131,390,29.3887,6.6316,0.6318,0.2056,0.1567
14,13350001,13400000,13375984,949,322,27.5553,2.7231,0.8201,0.2601,0.2172
14,13400001,13450000,13423249,1066,231,24.4206,3.5079,0.7488,0.3094,0.2322
14,13550001,13600000,13575068,727,132,5.5786,1.5732,0.56,0.1377,0.1092
14,13600001,13650000,13626509,1025,342,27.8017,5.5886,0.6653,0.2027,0.1653
14,13650001,13700000,13673521,1029,241,19.8998,5.0238,0.5969,0.2207,0.1855
14,13700001,13750000,13725162,829,263,28.3561,4.2404,0.7398,0.2382,0.1985
14,13750001,13800000,13779456,994,298,42.5471,2.3031,0.8973,0.2864,0.2503
14,13800001,13850000,13822379,910,357,54.0815,5.16,0.8258,0.2769,0.2448
14,13850001,13900000,13878506,741,234,25.6508,5.1508,0.6656,0.234,0.1834
14,13900001,13950000,13927576,781,272,33.9072,3.0892,0.833,0.3136,0.2533
14,13950001,14000000,13976397,771,329,36.9017,4.0,0.8044,0.2101,0.1832
14,14000001,14050000,14028318,820,286,41.8799,6.8571,0.7186,0.2701,0.2202
14,14050001,14100000,14072810,922,354,47.3973,5.6075,0.7884,0.273,0.23
14,14100001,14150000,14123580,771,139,22.9048,1.0081,0.9157,0.3015,0.265
14,14250001,14300000,14275097,707,378,26.746,2.7869,0.8113,0.2423,0.1896
14,14300001,14350000,14325830,850,296,22.9979,1.1087,0.908,0.257,0.2156
14,14350001,14400000,14374517,1051,158,16.2642,2.6984,0.7154,0.2648,0.1972
14,14850001,14900000,14877350,687,124,11.6508,0.1591,0.9731,0.2722,0.2281
14,15100001,15150000,15121990,773,135,11.5476,0.5556,0.9082,0.269,0.2281
14,15150001,15200000,15174341,1237,346,58.093,5.7022,0.8212,0.264,0.2329
14,15200001,15250000,15222597,719,264,38.6299,2.5873,0.8745,0.3086,0.2464
14,15250001,15300000,15274565,575,246,25.7469,1.3016,0.9038,0.2574,0.2259
14,15300001,15350000,15330440,908,195,24.5421,2.119,0.841,0.4601,0.3534
14,15450001,15500000,15478030,921,102,8.8638,0.9171,0.8125,0.2458,0.2005
14,16000001,16050000,16021236,923,265,23.66,7.4197,0.5225,0.1854,0.1432
14,16050001,16100000,16076408,789,158,12.4885,2.1429,0.7071,0.1674,0.1378
14,16650001,16700000,16682357,593,268,14.7395,6.8968,0.3625,0.1231,0.0854
14,16700001,16750000,16720312,921,273,18.5449,6.6375,0.4728,0.1271,0.1068
14,16750001,16800000,16773388,1000,328,29.1992,8.5335,0.5477,0.1813,0.1403
14,16800001,16850000,16818593,1039,261,19.58,1.3587,0.8702,0.2749,0.2166
14,16850001,16900000,16874696,954,260,20.1002,6.2381,0.5263,0.1807,0.1406
14,16900001,16950000,16925494,758,296,26.2691,3.4698,0.7666,0.2633,0.2104
14,16950001,17000000,16975252,691,405,35.9188,3.4775,0.8235,0.3343,0.2848
14,17000001,17050000,17024842,819,343,30.5531,4.7302,0.7319,0.2618,0.2159
14,17050001,17100000,17071357,658,286,19.4343,3.8968,0.666,0.2475,0.2019
14,17100001,17150000,17125846,806,357,21.4762,4.8112,0.634,0.2098,0.1645
14,17150001,17200000,17173328,757,346,17.0827,3.1905,0.6853,0.1737,0.1449
14,17200001,17250000,17225487,979,298,17.1863,2.2204,0.7712,0.224,0.1723
14,17250001,17300000,17274257,850,344,32.8369,3.7857,0.7933,0.3195,0.2552
14,17300001,17350000,17326578,853,343,29.9754,7.3016,0.6083,0.2173,0.1742
14,17350001,17400000,17372293,841,339,42.0663,9.8564,0.6203,0.3226,0.2446
14,17400001,17450000,17431146,888,290,27.057,2.373,0.8387,0.283,0.2362
14,17450001,17500000,17469812,929,316,20.575,2.4048,0.7907,0.2336,0.1927
14,17500001,17550000,17523391,566,243,19.373,1.2222,0.8813,0.3363,0.2702
14,17550001,17600000,17571870,957,193,21.6111,3.5341,0.7189,0.322,0.2562
14,17600001,17650000,17624750,598,227,20.4683,1.873,0.8323,0.2611,0.2125
14,17650001,17700000,17674732,828,198,26.7184,1.6843,0.8814,0.4651,0.3695
14,17700001,17750000,17725270,739,211,28.6677,1.1935,0.9201,0.4664,0.3706
14,17750001,17800000,17777779,780,258,29.698,5.9813,0.6647,0.2633,0.21
14,17800001,17850000,17826231,768,149,12.3889,1.1667,0.8279,0.4047,0.2951
14,17850001,17900000,17875718,956,234,18.0702,1.3018,0.8656,0.3173,0.2334
14,17900001,17950000,17923254,797,237,17.5827,3.5952,0.6605,0.2087,0.1637
14,17950001,18000000,17975578,985,153,17.3472,1.2302,0.8676,0.379,0.3056
14,18100001,18150000,18129541,1430,194,14.1474,3.1667,0.6342,0.2053,0.1497
14,18350001,18400000,18372126,984,164,5.1429,1.0056,0.6729,0.1453,0.0917
14,18800001,18850000,18823865,919,147,11.8095,3.1825,0.5754,0.265,0.1767
14,18850001,18900000,18877249,1310,154,7.8638,1.4048,0.6969,0.2082,0.1685
14,18900001,18950000,18925492,849,175,20.881,5.0159,0.6126,0.2914,0.235
14,18950001,19000000,18975666,838,201,19.7942,1.8871,0.8259,0.3282,0.2645
14,19000001,19050000,19024638,756,236,30.3227,2.0074,0.8758,0.3269,0.2835
14,19050001,19100000,19074499,746,154,12.897,2.8175,0.6414,0.2469,0.186
14,19100001,19150000,19129015,580,171,10.5266,3.254,0.5277,0.1628,0.1321
14,19150001,19200000,19174259,2177,157,12.2029,2.0321,0.7145,0.2768,0.2141
14,19200001,19250000,19223852,914,251,22.2675,2.2047,0.8198,0.3128,0.2455
14,19250001,19300000,19272519,675,174,14.2177,1.1349,0.8522,0.2585,0.2228
14,19300001,19350000,19326687,739,147,11.1687,0.746,0.8748,0.5435,0.3762
14,19350001,19400000,19373593,949,227,16.8988,2.4837,0.7437,0.2677,0.2352
14,19400001,19450000,19419181,766,170,8.2384,0.9444,0.7943,0.2473,0.2152
14,19700001,19750000,19724587,1028,116,8.9683,0.1199,0.9736,0.2194,0.1625
14,20250001,20300000,20271981,1110,295,37.3557,3.0397,0.8495,0.2411,0.2026
14,20300001,20350000,20325221,890,282,53.8411,1.3651,0.9505,0.4147,0.3674
14,20350001,20400000,20368711,926,202,30.1587,0.4762,0.9689,0.3521,0.3171
14,20750001,20800000,20773145,1711,244,7.3413,3.2063,0.392,0.0248,0.0235
14,20800001,20850000,20825822,1722,338,11.634,1.0,0.8417,0.0466,0.0446
14,20850001,20900000,20874072,1769,437,22.203,8.452,0.4486,0.0418,0.0392
14,21050001,21100000,21074518,1781,713,15.4603,8.7139,0.2791,0.0128,0.0119
14,21100001,21150000,21123521,1914,693,13.7619,3.0832,0.6339,0.0203,0.0187
14,21150001,21200000,21175085,1885,759,8.6469,6.2222,0.1631,0.0042,0.0039
14,21200001,21250000,21225930,2027,540,27.8698,15.9131,0.2731,0.0307,0.0275
14,22450001,22500000,22476387,1766,253,3.0397,6.881,-0.3872,-0.0238,-0.0219
14,22850001,22900000,22872904,1909,500,32.9286,7.3332,0.6357,0.0657,0.0632
14,22900001,22950000,22925247,1916,526,5.1667,9.627,-0.3015,-0.0128,-0.0112
14,22950001,23000000,22974156,2248,464,17.6333,7.878,0.3824,0.042,0.0321
14,23000001,23050000,23025949,2216,419,52.9407,3.1,0.8894,0.1767,0.1652
14,23050001,23100000,23076965,2351,215,14.4923,0.064,0.9912,0.0945,0.0921
14,23150001,23200000,23174396,2447,306,16.2619,5.2552,0.5115,0.0638,0.0576
14,23300001,23350000,23325923,2404,674,29.2061,9.1259,0.5238,0.0566,0.0459
14,23350001,23400000,23373189,3704,738,58.0145,18.8038,0.5104,0.2129,0.1261
14,23400001,23450000,23425352,2162,613,25.9254,8.6757,0.4985,0.053,0.0451
14,23450001,23500000,23474530,2296,761,21.4679,7.9843,0.4578,0.0309,0.0272
