scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
6,1,1000000,475565,17366,452,97.5,15.0,0.7333,0.2875,0.216
6,2000001,3000000,2511811,22649,524,130.0,9.0,0.8705,0.3077,0.2326
6,4000001,5000000,4492335,29780,1097,226.5,25.0,0.8012,0.2505,0.2
6,5000001,6000000,5491687,28678,1605,302.0,41.0,0.7609,0.2267,0.1802
6,6000001,7000000,6509090,25856,472,78.0,22.0,0.56,0.1938,0.144
6,8000001,9000000,8561360,27749,2553,463.5,93.0,0.6658,0.2157,0.1627
6,9000001,10000000,9408566,23944,676,121.0,20.0,0.7163,0.259,0.2045
6,10000001,11000000,10470920,24512,1289,189.0,31.0,0.7182,0.233,0.1697
6,11000001,12000000,11504312,18562,883,161.0,27.0,0.7128,0.2537,0.1999
6,12000001,13000000,12452300,20749,1028,181.0,29.0,0.7238,0.2228,0.1862
6,13000001,14000000,13498967,15474,1071,201.5,20.0,0.8194,0.2481,0.1984
6,14000001,15000000,14514141,17468,1972,324.0,52.0,0.7234,0.2187,0.1621
6,15000001,16000000,15529356,17414,2556,352.5,95.0,0.5754,0.1576,0.1096
6,16000001,17000000,16500448,19073,2267,549.5,39.0,0.8675,0.3009,0.24
6,17000001,18000000,17497469,16659,3023,441.5,83.0,0.6835,0.1906,0.1348
6,18000001,19000000,18517739,16856,1453,317.0,41.5,0.7685,0.2584,0.1994
6,19000001,20000000,19474884,16706,2744,439.0,68.0,0.7318,0.2129,0.1527
6,20000001,21000000,20484612,21062,1305,324.5,32.0,0.8205,0.2948,0.2401
6,21000001,22000000,21520910,17122,2394,466.0,61.0,0.7685,0.2519,0.1812
6,22000001,23000000,22498035,23188,2660,347.5,122.0,0.4803,0.127,0.0857
6,23000001,24000000,23484717,21387,3173,362.0,96.0,0.5808,0.1416,0.0951
6,24000001,25000000,24411963,23897,3394,682.5,85.0,0.7785,0.2292,0.1798
6,25000001,26000000,25516526,23196,3618,729.0,89.0,0.7824,0.2589,0.212
6,26000001,27000000,26467744,24155,2573,620.5,81.0,0.7691,0.2752,0.2314
6,27000001,28000000,27540376,33304,1652,219.5,59.0,0.5763,0.1485,0.1005
6,28000001,29000000,28478769,26242,4714,347.0,212.0,0.2415,0.0528,0.0307
6,29000001,30000000,29499102,25209,1049,196.0,39.0,0.6681,0.228,0.174
6,30000001,31000000,30473337,24839,3420,520.0,119.0,0.6275,0.192,0.1359
6,31000001,32000000,31537153,18869,500,103.0,21.0,0.6613,0.2796,0.1793
