scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
22,1000001,2000000,1514424,23701,329,91.0,7.0,0.8571,0.3453,0.2639
22,2000001,3000000,2449621,24866,1247,237.0,45.5,0.6779,0.2544,0.1857
22,3000001,4000000,3487365,17206,1008,217.5,36.0,0.716,0.257,0.2031
22,4000001,5000000,4538017,21577,2004,433.5,50.0,0.7932,0.2987,0.2331
22,5000001,6000000,5602042,35517,3415,857.5,67.5,0.8541,0.284,0.2446
22,6000001,7000000,6500471,23510,2840,854.0,59.0,0.8708,0.3523,0.3007
22,7000001,8000000,7525897,16834,1484,367.0,32.0,0.8396,0.2813,0.2306
22,8000001,9000000,8491557,17737,1576,323.0,46.0,0.7507,0.2662,0.2059
22,9000001,10000000,9521292,16698,3555,545.0,86.0,0.7274,0.1991,0.1457
22,10000001,11000000,10437581,16785,1206,205.0,48.5,0.6174,0.2121,0.1714
22,11000001,12000000,11530597,16079,473,95.0,8.0,0.8447,0.2428,0.1937
22,12000001,13000000,12506331,16204,2377,348.5,82.5,0.6172,0.1761,0.1248
22,13000001,14000000,13492383,16058,654,184.0,17.0,0.8308,0.3202,0.2657
22,14000001,15000000,14531973,17377,982,224.0,29.0,0.7708,0.2696,0.2171
22,15000001,16000000,15478496,20502,1120,257.0,22.0,0.8423,0.3519,0.2836
22,16000001,17000000,16495499,18376,1811,301.5,42.5,0.7529,0.2429,0.1838
22,17000001,18000000,17500272,27488,720,166.5,10.5,0.8814,0.2833,0.2344
22,18000001,19000000,18533365,26732,2285,553.0,51.0,0.8311,0.3018,0.2457
22,19000001,20000000,19515572,25217,873,166.0,39.5,0.6156,0.2292,0.1756
22,20000001,21000000,20456588,26809,673,93.0,27.5,0.5436,0.1924,0.1199
22,22000001,23000000,22553298,24825,1664,452.5,33.5,0.8621,0.361,0.294
22,23000001,24000000,23467609,25663,781,219.5,22.5,0.814,0.3446,0.2792
22,24000001,25000000,24561701,25849,752,128.0,23.0,0.6954,0.2257,0.1576
22,26000001,27000000,26600684,22355,544,103.0,18.0,0.7025,0.3009,0.2291
