scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
24,1,1000000,587177,18718,1219,266.8163,13.8004,0.9016,0.6226,0.4566,melastigma,hdrr
24,1000001,2000000,1488628,23093,2088,516.6828,50.6892,0.8213,0.5939,0.4428,melastigma,hdrr
24,2000001,3000000,2539758,35458,3704,1435.3414,46.0969,0.9378,0.7522,0.6232,melastigma,hdrr
24,3000001,4000000,3493060,36900,5501,2192.8654,79.2253,0.9303,0.655,0.5304,melastigma,hdrr
24,4000001,5000000,4501556,38213,7702,2513.9968,168.5465,0.8743,0.5658,0.459,melastigma,hdrr
24,5000001,6000000,5443604,34762,2647,1084.0159,41.5318,0.9262,0.69,0.5743,melastigma,hdrr
24,6000001,7000000,6491262,27249,4893,2191.4689,43.0953,0.9614,0.746,0.647,melastigma,hdrr
24,7000001,8000000,7511440,34106,4099,1317.6047,78.8062,0.8871,0.5348,0.4336,melastigma,hdrr
24,8000001,9000000,8435731,31045,6508,1979.1459,89.5516,0.9134,0.557,0.4623,melastigma,hdrr
24,9000001,10000000,9545304,32225,1877,230.2648,15.3415,0.8751,0.2375,0.2191,melastigma,hdrr
24,10000001,11000000,10453661,17398,2228,190.657,41.7155,0.641,0.1914,0.1498,melastigma,hdrr
24,11000001,12000000,11438007,20018,4113,593.6077,79.9412,0.7626,0.3074,0.2563,melastigma,hdrr
24,12000001,13000000,12480275,23256,6160,1098.6785,99.9092,0.8333,0.4892,0.4039,melastigma,hdrr
24,13000001,14000000,13468790,17483,1549,328.9413,20.0336,0.8852,0.6395,0.5139,melastigma,hdrr
24,14000001,15000000,14521885,17838,6625,1267.8946,75.959,0.887,0.524,0.4309,melastigma,hdrr
24,15000001,16000000,15493619,43391,3247,354.3634,56.6803,0.7242,0.1964,0.1746,melastigma,hdrr
24,16000001,17000000,16529577,20272,2590,248.8156,34.787,0.7547,0.1717,0.1559,melastigma,hdrr
24,17000001,18000000,17449281,17622,1686,159.2233,34.859,0.6408,0.1567,0.136,melastigma,hdrr
24,18000001,19000000,18502640,31793,1742,252.6277,25.0962,0.8193,0.2505,0.2212,melastigma,hdrr
